t,h,_entailment,_id,_similarity
Um cachorro branco e castanho está andando pela água com dificuldade,Um cachorro que tem uma pelagem castanha e branca está sentado no raso,None,3412,3.5
Não tem nenhum menino tocando um violão,Uma criança está tocando um violão,None,3413,3.9
Um homem está esvaziando um recipiente feito de plástico,Um homem está enchendo um recipiente feito de plástico,None,3414,3.4
Uma pessoa está rasgando papel,Um homem está cortando um bilhete,None,3415,3.6
O homem de camiseta cinza está sentado em uma pedra em frente a cachoeira,Uma mulher está sentada e olhando para uma cachoeira,None,3416,2.9
Uma criança jovem está usando botas verdes e brincando em uma poça cheia de lama,Um menino pequeno está pulando em uma poça na rua,None,3417,3.8
Uma vaqueira está montando em um barril perto de um cavalo na esquina,O cavalo marrom está perto de um barril vermelho no rodeio,None,3418,3.1
"O homem e o menino estão de pé embaixo da escada, que é ao ar livre","O homem e o menino estão parados no topo das escadas, que estão ao ar livre",None,3419,4.1
Dois meninos no sofá estão jogando vídeo games,Dois meninos estão estudando,None,3420,2.3
Um homem e uma mulher estão comendo,Um homem e uma mulher estão comendo alegremente,None,3421,4
Um homem está falando,Um homem está parado,None,3422,2.4
Um homem está do lado de fora e está arremessando lâminas em um alvo próximo,O homem está atirando facas na árvore,None,3423,3.6
Um filhote de gato está brincando com um brinquedo,Um filhote de gato está ficando entediado,None,3424,3.4
A mulher não está despejando óleo na frigideira,O menino está tocando o piano,None,3425,1
O homem está cozinhando fatias de batata,O homem está fatiando a batata,None,3426,3.8
Uma mãe está dando para o bebê um curral com um rinoceronte andando,Um bebê rinoceronte está andando em torno de uma jaula com sua mãe,None,3427,2.1
Alguém está caindo de um cavalo,O homem está sendo derrubado do cavalo,None,3428,4.1
Um gato está tocando um teclado,Um músico está tocando dois teclados,None,3429,2.3
A mulher usando calça prata com boca de sino rosa e um cachecol vermelho está andando de bicicleta alegremente,"A mulher usando calça prata, com a boca de sino rosa, e um lenço rosa está andando de bicicleta",None,3430,4.7
Alguém está cozinhando o quiabo em uma panela,Alguém está fervendo quiabo em uma panela,None,3431,3.915
Dois homens estão competindo em uma corrida de pneus,Duas pessoas em uma corrida estão virando os pneus de um trator,None,3432,3.8
"Os jóqueis estão montando cavalos no campo, que é completamente verde",Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando um obstáculo,None,3433,3.3
O piano está sendo tocado por um homem,Um homem está tocando uma flauta de madeira,None,3434,2.6
A mulher não está pegando e segurando um bebê canguru,A mulher está pegando e segurando um bebê canguru,None,3435,3.7
O gato está tocando teclados,Um gato está tocando um piano,None,3436,4.3
Não tem nenhum homem fatiando um pão,Um homem está fatiando um pão,None,3437,3.5
Um homem e uma mulher estão de pé parados no bosque,Um homem e uma mulher estão caminhando pela floresta,None,3438,3.4
Uma pessoa está realizando um truque com cartas,Um homem está fritando comida,None,3439,1
Alguns ingredientes estão sendo separados em uma tigela por uma pessoa,Uma mulher está quebrando dois ovos em uma tigela,None,3440,3.45
Duas crianças estão brincando em uma piscina com uma boia de crocodilo colorida de verde,Duas crianças estão puxando um crocodilo inflável para fora de uma piscina,None,3441,3.7
Algumas mulheres estão dançando,Não tem nenhuma mulher dançando,None,3442,3.6
Um homem está sentado confortavelmente à mesa,Um homem está sentado à mesa discutindo confortavelmente,None,3443,3.7
Um homem e uma mulher estão andando juntos pelo bosque,Um homem e uma mulher estão andando juntos pela cidade,None,3444,3.5
O texugo não está cavando um buraco,O texugo está cavando um buraco,None,3445,4
Uma pessoa está andando de bicicleta em uma só roda,Uma pessoa habilidosa está andando de bicicleta sobre uma roda,None,3446,4.3
Uma mulher está aplicando cosméticos em sua pálpebra,Uma mulher está cuidadosamente aplicando cosméticos em sua pálpebra,None,3447,4.6
Duas crianças jovens estão brincando com um homem comendo enroladinho,Duas crianças pequenas estão comendo enroladinho em um carrinho que é muito pequenino,None,3448,3.3
Algumas pessoas estão em silêncio,Algumas pessoas estão cantando,None,3449,3.9
Uma mulher está andando a cavalo,Um homem está abrindo um pacote que não contém fones de ouvido,None,3450,1.1
O jarro está sendo enchido com água por um menino,Uma mulher está coletando água da torneira em uma caneca,None,3451,2.4
Alguém está sentado na cachoeira e está olhando para uma mulher,O homem de camiseta cinza está sentado em uma pedra em frente a cachoeira,None,3452,3.5
Um cervo está pulando uma cerca,Um cervo selvagem está pulando uma cerca,None,3453,4.8
Um homem fazendo uma pose está sendo observado por outro homem,"Um homem de camisa roxa está tingindo de preto outra camisa, que tem estampado um homem olhando para um cachorro fazendo uma cara engraçada",None,3454,1.9
Não tem nenhum homem cantando para uma mulher,Um homem está conversando ao telefone,None,3455,1.9
Um cachorro está saltando alto no ar e outro está observando,Dois cachorros estão brincando perto de uma planta,None,3456,2.8
Um homem fazendo exercícios está sendo derrubado,O homem está fazendo exercícios no chão,None,3457,2.8
Um jogador de futebol de campo está chutando uma bola para fora do gol,Um jogador de futebol de campo está chutando a bola dentro do gol,None,3458,4.4
Um menino está correndo para longe de uma linha de pesca,Um menino está correndo em direção à linha de pesca,None,3459,4
Uma menina adolescente está usando miçangas que são vermelhas,"Não tem nenhuma jovem senhora com cabelos castanhos claros usando um colar vermelho, um suéter e brincos e sorrindo",None,3460,3.2
Um homem está aguando uma árvore,Um homem está derrubando uma árvore com um machado,None,3461,3.1
Não tem nenhum gato brincando com um dispositivo,Um gato está jogando com um dispositivo,None,3462,3.5
Não tem nenhum homem cortando um papel,Uma pessoa está rasgando papel,None,3463,2.8
Tofu não está sendo fatiado pela mulher,Uma menina está cortando manteiga em duas partes,None,3464,1.9
Um homem e uma mulher estão andando por uma área deserta,Um homem e uma mulher estão andando pela área arborizada,None,3465,3.6
O homem está dançando,O homem não está dançando,None,3466,3.8
Um homem está dançando,O homem está pensando,None,3467,1.7
Um homem e uma mulher estão sentados confortavelmente no banco,Dois grandes bancos de parque têm uma pessoa sentada e tem uma garrafa de refrigerante entre eles,None,3468,3
O homem está apagando o desenho no quadro,O homem está apagando o trabalho de outro homem na lousa,None,3469,4
Um homem está correndo,Um homem está correndo estrada abaixo,None,3470,4.5
Duas pessoas estão falando,Dois homens estão conversando,None,3471,4.6
Duas pessoas estão dando um aperto de mãos,Uma mulher velha está dando um aperto de mão em um homem,None,3472,4.6
Uma pessoa de blusa preta está fazendo truques em uma moto,Não há nenhum homem de jaqueta preta fazendo truques em uma moto,None,3473,3.6
Uma mulher está fatiando uma cenoura,O homem está fatiando um tomate,None,3474,3
Não tem nenhum papagaio falando,Um papagaio está falando,None,3475,3.7
Um homem está atirando armas,Não tem nenhum homem atirando com armas,None,3476,3.3
Uma pessoa está despejando óleo de cozinha em uma panela,Uma pessoa está limpando uma panela de óleo de cozinha,None,3477,3.2
Um gato está deslizando de ponta cabeça para baixo de um sofá,Não tem nenhum gato deslizando de cabeça para baixo debaixo de um sofá,None,3478,4.6
Uma mulher está dançando em um palco,Uma mulher está parada e um homem está sentado e à toa,None,3479,2.3
Três crianças asiáticas estão dançando e um homem está olhando,Três crianças asiáticas estão dançando e um homem sério está olhando,None,3480,4.5
Um homem está tocando um violão,O homem está cantando graciosamente e tocando o violão,None,3481,4.3
Um homem não está sentado confortavelmente na mesa,Um homem está sentado confortavelmente à mesa,None,3482,3.45
O homem está andando por um caminho através da natureza,Um homem da natureza está em um caminho,None,3483,4.1
Um homem está tocando a bateria,Um homem está desmontando a bateria,None,3484,3.5
Alguém está desmontando um piano,Alguém está tocando um piano,None,3485,3.2
Um cachorro está se aproximando de uma panela de comida,Um cachorro está mordendo uma lata,None,3486,3.2
Uma banda não está tocando em um palco,Uma banda está tocando no palco,None,3487,4.3
Um homem não está enxaguando um bife grande,Uma pessoa está levantando um bife com água,None,3488,3.3
O cachorro preto e branco está correndo e uma pessoa está atrás dele,Um cachorro pequeno está correndo e seu dono está tentando pegá-lo,None,3489,3.3
Um homem está cortando um papel,Um homem está se cortando com um pedaço de papel,None,3490,2.8
Um monte de pessoas está na costa,Pessoas estão em uma praia cheia de areia perto do oceano e estão curtindo um dia cheio de sol,None,3491,3.8
Uma harpa está sendo tocada com um chapéu por um homem,Um homem está tocando um violão,None,3492,2.4
Um menino está correndo em direção à linha de pesca,Um menino está correndo para longe de uma linha de pesca,None,3493,4
Alguns homens estão repousando,Os homens estão correndo uma corrida,None,3494,2.5
Um cavalo está parado,Um cavalo branco está parado,None,3495,4.5
O papagaio está silencioso em frente ao microfone,O papagaio está falando no microfone,None,3496,3.6
Um cachorro castanho e branco está descansando na grama,Um cachorro castanho e branco está atravessando a grama alta,None,3497,3.935
Um macaco está chutando raivosamente um alvo,A mulher não está despejando óleo em uma sautese,None,3498,1
O homem está configurando a câmera e tirando fotos do pôr-do-sol na praia,A foto de um homem está sendo tirada perto de um lago,None,3499,2.7
Duas crianças estão brincando em uma piscina com uma boia de crocodilo que é verde,Duas crianças estão empurrando um crocodilo inflável em uma piscina,None,3500,4.5
Várias pessoas estão comendo em mesas vermelhas em um restaurante com luzes roxas lotado,Poucas pessoas estão comendo em mesas vermelhas em um restaurante sem luzes,None,3501,3.2
Uma pessoa está removendo vegetais picados de uma panela no fogão,Um homem está afagando um jacaré na boca,None,3502,1
Uma mulher está passando maquiagem cuidadosamente,O cantor está saindo da banda,None,3503,1
A banda está cantando,A banda está cantando alto,None,3504,4.6
Um cachorro está pulando no ar para pegar uma bola vermelha,"Um cachorro, que é pequeno, está brincando na grama verde",None,3505,2.9
Um avião a jato está voando,Não tem nenhum cachorro latindo,None,3506,1
O homem no palco está cantando no microfone,Um homem no palco está cantando apaixonadamente no microfone,None,3507,4.6
Um cachorro está perseguindo outro e está segurando uma vara na sua boca,Não tem nenhum cachorro correndo e carregando um objeto na boca,None,3508,3.1
Um jogador de futebol de campo está chutando a bola dentro do gol,Uma bola de futebol de campo suja está rolando para a rede do gol,None,3509,3.8
